	stunting_SC_leaf4	stunting_SC_leaf5	stunting_SC_leaf6	stunting_GB_leaf4	stunting_GB_leaf5	stunting_GB_leaf6	stunting_Pan77_leaf4	stunting_Pan77_leaf5	stunting_Pan77_leaf6	chlorotic_area_SC_leaf4	chlorotic_area_SC_leaf5	chlorotic_area_SC_leaf6	chlorotic_area_GB_leaf4	chlorotic_area_GB_leaf5	chlorotic_area_GB_leaf6	chlorotic_area_Pan77_leaf4	chlorotic_area_Pan77_leaf5	chlorotic_area_Pan77_leaf6	av_streak_width_SC_leaf4	av_streak_width_SC_leaf5	av_streak_width_SC_leaf6	av_streak_width_GB_leaf4	av_streak_width_GB_leaf5	av_streak_width_GB_leaf6	av_streak_width_Pan77_leaf4	av_streak_width_Pan77_leaf5	av_streak_width_Pan77_leaf6	deviation_from_rectangle_SC_leaf4	deviation_from_rectangle_SC_leaf5	deviation_from_rectangle_SC_leaf6	deviation_from_rectangle_GB_leaf4	deviation_from_rectangle_GB_leaf5	deviation_from_rectangle_GB_leaf6	deviation_from_rectangle_Pan77_leaf4	deviation_from_rectangle_Pan77_leaf5	deviation_from_rectangle_Pan77_leaf6	yellowness_SC_leaf4	yellowness_SC_leaf5	yellowness_SC_leaf6	yellowness_GB_leaf4	yellowness_GB_leaf5	yellowness_GB_leaf6	yellowness_Pan77_leaf4	yellowness_Pan77_leaf5	yellowness_Pan77_leaf6	whitness_SC_leaf4	whitness_SC_leaf5	whitness_SC_leaf6	whitness_GB_leaf4	whitness_GB_leaf5	whitness_GB_leaf6	whitness_Pan77_leaf4	whitness_Pan77_leaf5	whitness_Pan77_leaf6
MSV-A-MZ-Pem5-Moz41_2007	-0.706118367912715	-0.404052587283185	-0.57668136500392	-1.59308232061715	-1.40539517583556	-1.03647169720946	-0.755012092347045	-0.634476077482559	-0.479916304967092	0.416896430632729	0.538353193706185	0.288098615901491	0.178362650414189	0.0489484384851866	0.254292054490192	-0.0521414050351293	-0.192588802784334	-0.132347785695115	-2.96403732420659	-2.80985560614108	-2.89520566488383	-3.02177567886787	-2.99069322038932	-3.04125825048316	-3.23493431912425	-3.2899792256936	-3.31817481705935	-1.50880169557891	-1.47472160892364	-1.48294982674202	-1.33972600878968	-1.39306625101438	-1.43448472300629	-1.4441437073559	-1.50125318856906	-1.52881737782286	0.0566767436083803	0.0487583332384687	0.0615693083663879	0.243289926689319	0.229713968329824	0.250179850494102	0.215573131154648	0.213121814067056	0.22263706500644	-0.10441797320741	-0.129619906406507	-0.0973302391981899	0.349893728108123	0.328663919382485	0.235541331821887	0.176588136198279	0.160112191767436	0.139292736289467
MSV-A-MZ-Xai1-xaimoz_2007	-0.575120637371901	-0.353422607337653	-0.475331953568696	-1.04908614223537	-0.758091151825886	-0.848809782089787	-0.568249624646273	-0.571912725828241	-0.606001226482571	0.0327875018856454	-0.108173160008369	-0.317513450074097	-0.0669781520948685	-0.0854502900821238	-0.030949651027002	-0.367055718199956	-0.973099171451622	-0.698713916230411	-3.2346840323143	-3.26025273552238	-3.33600152613254	-3.40435670721023	-3.31048301755396	-3.30481318959427	-3.37803879361279	-3.63230058065549	-3.54904014121017	-1.43766418002359	-1.44988661567319	-1.4878303777962	-1.37202490187509	-1.44237107896378	-1.53662793742503	-1.45497989129456	-1.45839574995815	-1.48277697061134	0.0685281609781635	0.0513214230876771	0.0696956095579205	0.193372126503866	0.216832697050613	0.248330850067975	0.234437351720846	0.233815397933014	0.267588055974259	-0.122705490627064	-0.144634027624255	-0.10037133548222	0.166858851116556	0.214888160844612	0.206533244339214	0.180249599131115	0.21630190512727	0.195946301420258
MSV-A-NG-Ns_1980	-0.946146028315536	-0.254500932521612	-0.734182002277114	-1.07102108864901	-1.11457224076483	-1.20398895014572	-0.734646033294416	-0.599009245996975	-0.624924237515646	-0.340033752965209	-0.222852797289343	0.0495057059712762	-0.189832965670039	-0.248139596473353	-0.0836546284202792	-0.19752009314038	-0.227623597751016	-0.224471307565034	-3.26212389200999	-2.9730952252553	-2.86812491122304	-2.94519589743178	-3.05061602808673	-2.88645930127793	-3.13130619869708	-3.09509894340384	-3.12951684873665	-1.40210313221954	-1.31752790898803	-1.08287858812472	-1.42839156097896	-1.06629910587015	-1.1550062593777	-0.988921309100332	-1.28936919301247	-1.37408849501871	0.238514914174835	0.239521605488179	0.261871510682209	0.231457189842467	0.283349673150183	0.231291301788761	0.2380940584162	0.224338900429014	0.220472888160134	0.179382311269701	0.162256484520109	0.182582812470699	0.218221450942301	0.252896546985011	0.20743035296474	0.219725188068635	0.153371784765934	0.14320385671286
MSV-A-RE-Jos1-Mic18_1995	-0.915823992003865	-0.926457864918456	-0.949024712486819	-1.80353910077825	-1.8960316671296	-2.0083286411288	NA	NA	NA	-0.318820381858545	-0.390760423281641	-0.278679522082762	0.0963091955968943	-0.0939304643280165	0.0157997426854515	NA	NA	NA	-3.28520051681581	-3.32691997344431	-3.28355181747517	-2.85394856471179	-3.12678449451006	-3.00075334988004	NA	NA	NA	-1.49646307009565	-1.45564087133723	-1.42082224113247	-1.2273727675856	-1.38002436446348	-1.35181517760121	NA	NA	NA	0.181498700440377	0.157406900256513	0.178898810391241	0.203204841398815	0.179155185954314	0.185893048437703	NA	NA	NA	0.101934963743875	0.0556582954814129	0.0674612759146271	0.214825330785584	0.183616676257137	0.143698125593415	NA	NA	NA
MSV-A-RE-Pie4-Mic13_1994	-0.745936525616944	-0.796020337590408	-0.747777553915223	-1.84161474455504	-1.88333652580916	-2.07780414483316	NA	NA	NA	-0.134299163106713	-0.220709644229989	-0.0156261025368524	-0.0460953973962761	-0.0751645164064208	-0.0892581762583477	NA	NA	NA	-3.33149338433803	-3.23906254553538	-3.13457986126696	-3.1087351331547	-3.00896049928007	-2.97543357152314	NA	NA	NA	-1.45604713576856	-1.4790398580811	-1.47838615709206	-1.14607114599074	-1.35653471831284	-1.45973485552059	NA	NA	NA	0.187737807844534	0.192875900651255	0.188234200756511	0.18639028223673	0.185592068995614	0.228548650615884	NA	NA	NA	0.110180766738012	0.104080022219879	0.0900725850960314	0.157099923708125	0.187998723033112	0.233443706976999	NA	NA	NA
MSV-A-RE-Reu2_1997	-0.658630942991469	-0.620113421014947	-0.553503347698591	-0.912622671908685	-0.997468600863734	-0.803989455435624	-0.342600375404679	0.116339135147029	-0.420765138489631	-0.652891169355034	-0.576483868802951	-0.853467233794084	-0.222575392306047	-0.346917704074402	-0.371606030963684	-0.786651923644577	-0.68475767544068	-0.678300431419322	-3.36885651875003	-3.49881498913506	-3.53312039874496	-3.07073963763492	-3.28081391415861	-3.16169619854249	-3.1234383669585	-3.23886226913236	-3.23413552596937	-1.47909716969236	-1.02580660765811	-1.5200677119735	-1.22353754598752	-1.07267466437596	-1.19962551332269	-1.37685541886041	-1.38109481494703	-1.42789084273467	0.195177408654154	0.218463394330465	0.202932597781626	0.192973465546625	0.229923739043316	0.208737221054954	0.19093053184172	0.146009032462701	0.199910442675983	0.177919321766212	0.241362524134354	0.219607272681583	0.201362757300514	0.236626796477476	0.178331035430155	0.179886314940427	0.0940491277544356	0.175265878504995
MSV-A-UG-Bug245_2005	-0.793248521987843	-0.706624808106537	-0.626666874581339	-1.12566373717892	-0.972813378357823	-0.993035120315162	-0.645595513442978	-0.66318557489128	-0.850830612236236	0.0887458290452548	0.47834015498753	0.533833362837316	0.274921732455075	0.155265144250783	0.386629818211261	-0.616227301331531	-0.291535394045192	-0.0178361129474755	-2.95999598154093	-2.97741271133671	-2.86715839478103	-3.10391842058699	-3.06901239174893	-2.90796687886386	-3.43183037956573	-3.41842928285999	-3.30540861794606	-1.52329649425477	-1.51836194199607	-1.45094591205719	-1.21888820928195	-1.3998622256909	-1.47469895427764	-1.49478779104951	-1.49291787517763	-1.44968457132097	0.148938927739913	0.145875987050145	0.132928715090994	0.176072463618281	0.184822354459417	0.147693489210817	0.115319508592029	0.108556995739704	0.123656722019265	0.155080322200708	0.106639070409398	0.0792897393261718	0.201267566563914	0.181338931494742	0.0818294078151477	0.0202295849308885	-0.0152457496976981	0.0102816572928033
MSV-A-UG-Bush53_2005	-0.735877611989372	-0.7499616500865	-0.87596916879383	-1.89486320464416	-1.94398408936197	-1.6282741114593	-0.841740792735152	-0.576100600627104	-0.541403590665966	0.415518868033551	0.489852573724194	0.475489579152768	0.315766188255335	0.465517129490975	0.422199030735747	0.0139761700326136	-0.0122968640866758	-0.202922132016136	-2.97471899868906	-2.93563668345177	-2.90672890773897	-2.77937860500774	-2.73180613840042	-2.87061923681853	-3.20100510476651	-3.27511099076964	-3.38098698328025	-1.50905235842067	-1.46837639224794	-1.47631518188441	-1.26114783290013	-1.35441085644841	-1.39943753563252	-1.49326356609455	-1.53051446694832	-1.44798223587248	0.122932722248428	0.131002906950092	0.109059993937234	0.178391898635871	0.132973509636783	0.134071404756299	0.0574057758743415	0.05256275363839	0.0463019403930524	0.0510975222720963	0.0658544813516441	-0.000479732091411628	0.220309515381746	0.0714112218162925	0.0777083552455211	-0.108700580670633	-0.14020598988925	-0.163955140701439
MSV-A-UG-Hoi154_2005	-0.909192393830449	-0.720271043353129	-0.610839412816054	-2.0052884257309	-2.80001777265156	-1.87704926654787	-1.01734915010141	-0.85280396368509	-0.935535986946585	0.318220231261872	0.512543295893169	0.635266422928374	0.398116279950975	0.331217776357133	0.458477020006194	-0.00215601107438132	0.244808449158807	0.112262533225047	-2.87895675770866	-2.85334076918158	-2.83048722783492	-3.01444954405654	-2.92793986602834	-2.84704056317311	-3.33574419430582	-3.06465452918446	-3.30621442271281	-1.26671352375325	-1.25756170674772	-1.39590482532897	-1.22199976492828	-1.2306850661088	-1.31666968718579	-1.54277876259293	-1.40958329205282	-1.52285351182677	0.117215408374805	0.125589613258485	0.136365901882769	0.115027221421084	0.135840193823051	0.133016481698545	0.0528961267794013	0.0488577130693014	0.040341565386843	0.0815157073807495	0.0674959525519978	0.0541754993275484	0.082996166393546	0.142825131136608	0.0827754630512139	-0.0789441145483121	-0.126611308625117	-0.159455403847645
MSV-A-UG-Kab82_2005	-1.00357626779634	-0.806308383431518	-0.704813078814225	-1.78271285159019	-1.71218683414948	-1.3996203952301	-0.786325222032218	-0.625509120521056	-0.543075354452375	0.457676678587945	0.509219425109316	0.539687577786222	0.330927843326435	0.324519594767133	0.447303577960798	-0.0196303401864804	0.0135491231371771	0.131781870233797	-2.96494362742543	-2.88572651557943	-2.83324214635341	-2.877578712396	-2.95424015911055	-2.92144859396179	-3.05034274739965	-3.18658101627264	-3.15149840550884	-1.36798193719548	-1.39625718411172	-1.53709470721761	-1.19541137699578	-1.35444789441486	-1.5196131162557	-1.38491163029029	-1.49054999024199	-1.48866120425229	0.103860078175202	0.125594762334774	0.117635990718885	0.136787026650956	0.155950815668349	0.133416619828898	0.0846360410681918	0.0592219253967171	0.0472210216834202	0.0367872590221397	0.0748996462829224	0.0217645139217466	0.111668390844853	0.151225477484581	0.0488086209314053	-0.0308163689822874	-0.111637529520915	-0.155197017439244
MSV-A-UG-Kap292_2005	-1.15945369051705	-0.985497835266731	-0.729927794026177	-1.49447018781181	-1.64076417712517	-1.45439511147917	-0.589658180281102	-0.483309775556046	-0.62599020780559	0.250376796775522	0.474207013795338	0.543624700101332	0.459475428283869	0.447750729871814	0.384361561126756	0.308578870519168	0.203724779435492	0.00163674223536332	-2.81689243638253	-3.02826236705283	-2.6873729390423	-2.71322762449573	-2.73495431179935	-2.87756845865241	-3.18330387383427	-3.16799841187187	-3.4772847768779	-1.51806607367997	-1.5263163744	-1.13216721274419	-1.1681152536698	-1.24941106573184	-1.46154125883987	-1.48790093691227	-1.56552643094953	-1.54067423201455	0.146487903335757	0.124278278684703	0.137105771049054	0.154594083333136	0.195449817922091	0.14173164638352	0.130100036316603	0.0968514217202087	0.114157548210493	0.211673763993047	0.0701186037158326	0.0894678551581361	0.156458590561423	0.223824397502897	0.0839224209956031	0.0411246388907951	-0.0418603953498199	-0.0165272363530709
MSV-A-UG-Kib179_2005	-0.727776627304496	-0.555608114746463	-0.59746761926934	-1.6538749857864	-1.69528936970507	-1.32010341060474	-0.453307245811537	-0.388164921877454	-0.398760350707159	0.340210440901454	0.495861565920049	0.540407156481629	0.407582430376438	0.381380451596218	0.22033579961256	-0.298108645790432	-0.0193818729150333	-0.446901356200755	-3.09085987367543	-2.90255890254022	-2.84977948617925	-2.90558623016742	-2.90100427748107	-2.96621385443012	-3.26187527825619	-3.323228177796	-3.62188493035499	-1.4157274082625	-1.36742177540024	-1.37653099661509	-1.25807720017105	-1.16523558049634	-1.3363951569094	-1.4879141554328	-1.59062674134375	-1.56363901265152	0.110085112963713	0.133114499580445	0.171467098500412	0.158026358740155	0.18440703055326	0.138008545932251	0.114838993621664	0.121830062605375	0.1516496911029	0.0288970654133722	0.0577871495010766	0.126482775915941	0.156991160085079	0.208799604507841	0.0724807193327254	0.0190595974562497	0.0207522090069162	0.0822562696442043
MSV-A-UG-Kib188_2005	-0.490637111428695	-0.493382996222262	-0.604449928865864	-2.12931630780688	-2.48305666817488	-2.35175900713332	-0.946355686721072	-0.768000239511768	-0.674745715314291	-0.0511134890206631	0.211368399159119	0.385936596978816	0.236819609992665	0.346256256599008	0.36629359608808	-0.1456549545704	0.143637653829037	-0.103351561371404	-2.9588187270677	-3.0127496775383	-2.92319134516921	-2.95744014886885	-3.12266041032486	-2.96230417570753	-3.26085073996021	-3.16289674101406	-3.31422112849178	-1.50471664695946	-1.33912011117338	-1.35925979232103	-1.37304071140891	-1.278615615106	-1.25941283333308	-1.37997657634692	-1.41946530801793	-1.40543890324417	0.104450291704448	0.111737683580977	0.101523587366428	0.204617794379928	0.201923768674463	0.0776885324719414	0.0618164772309288	0.0598861794041251	0.0399310606806465	0.00488293346387066	0.0194952174740507	-0.0172004751014218	0.242313305766508	0.250447377036677	-0.0496716908962854	-0.0838549621231487	-0.107948620030612	-0.166158770078711
MSV-A-UG-Luw110_2005	-0.623924085632628	-0.525244235061859	-0.51420428687758	-1.98663178079537	-1.8100278656661	-1.38353680008804	-0.828397726964768	-0.674387496724867	-0.567380520300483	0.429758192783405	0.503560187237031	0.471860704488212	0.38839290371435	0.0601888634529489	0.475176906033925	-0.0859196838395258	0.0840315567656768	-0.144879719734547	-3.0607883017211	-2.89927941089868	-2.90447472021274	-2.82329413979528	-3.05577802849432	-2.85271902634656	-3.19208249300419	-3.28143240638704	-3.39132798378464	-1.6445679416999	-1.38371880984249	-1.34055192145693	-1.1289951302486	-1.25965287155998	-1.40394579103909	-1.44418681556979	-1.59119443204068	-1.55693901504041	0.159816490273778	0.179756853395289	0.157400589146011	0.130864436296406	0.136722242208781	0.103444054903459	0.130726655963539	0.0912545845661992	0.102458438388991	0.152722609099371	0.151548650274556	0.123143031013306	0.0911430805980759	0.128975179329997	0.0239839798693723	0.0514460100621264	-0.0457841710926476	-0.0388794321983032
MSV-A-UG-Mba41_2005	NA	NA	NA	NA	NA	NA	-0.629710080986117	-0.585212527560345	-0.597697067697246	NA	NA	NA	NA	NA	NA	-0.358214251517776	0.0745875363924256	0.110730749016459	NA	NA	NA	NA	NA	NA	-3.33480236160151	-3.232750019665	-3.23226306488511	NA	NA	NA	NA	NA	NA	-1.47026461698061	-1.47020112248502	-1.39996286840023	NA	NA	NA	NA	NA	NA	0.060410403336036	0.0589997330637496	0.0525999248523257	NA	NA	NA	NA	NA	NA	-0.0738477741459648	-0.0975569700759615	-0.131309545429817
MSV-A-UG-Mpi-11_2005	-0.859453356358241	-0.953346606163083	-0.800584197561862	-2.14834815713965	-1.82657253542674	-1.38069831602869	-0.660462683960126	-0.572898440360596	-0.473806506972226	0.426685149911311	0.459145993534262	0.529731839220742	0.346588838225576	0.509617407409209	0.459790741556887	0.153664464491136	0.288555921527811	0.0761087390485947	-2.86426196921834	-2.91496832438725	-2.79054702288317	-2.79250866060236	-2.56183692069039	-2.61032925798292	-3.09860618082262	-3.03712804753431	-3.27267966657123	-1.29594461908688	-1.36319610622358	-1.30388062174666	-1.09240900444149	-1.13643727200257	-1.1689717508992	-1.43592544453562	-1.51360125379895	-1.45094209945409	0.123775696493962	0.117609748102679	0.161317327309533	0.125089781143418	0.146515830718398	0.156185704746829	0.0994643263254462	0.106669716583339	0.118366279427158	0.108172913415449	0.0555956603547166	0.120865399911779	0.17214025307221	0.166880553079099	0.121964172271004	-0.0050924077159025	-0.0109080604083002	-0.0085321837741091
